timestamp,temperature,humidity,is_weekend,is_holiday,consumer_type,price_signal,historical_avg_demand,voltage_level,grid_frequency,energy_source_mix,demand_category
2024-01-01 00:00:00,0.5269216393004287,0.2652029576647712,0,1,residential,0.46981796895520167,0.08099449871028153,0.5384372587253301,0.2285920412490725,0.4405400272811827,Medium
2024-01-01 01:00:00,0.4374123978508313,0.539676624459126,0,1,residential,0.43132887543849063,0.0808419818146966,0.4121331996333204,0.47893702665504634,0.31288123579347094,Medium
2024-01-01 02:00:00,0.5482036254822696,0.6320310034884111,0,1,commercial,0.712747991647756,0.4347896388955972,0.7844490710143868,0.21172351904933606,0.1276346536604295,High
2024-01-01 03:00:00,0.6715954301885616,0.25435332587934867,0,1,commercial,0.7086774835587674,0.6417611134335388,0.5961236282909486,0.48355259011285767,0.4689871922651415,High
2024-01-01 04:00:00,0.423895469551258,0.13516303857830492,0,1,residential,0.5378355618973135,0.5856322211559322,0.5354678246717208,0.3969652228289462,0.1219616392040431,Medium
2024-01-01 05:00:00,0.42389778386995847,0.8346024821414966,0,1,commercial,0.7433299288183218,0.7590087597158082,0.3485134410022015,0.6094150626595507,0.15612911341543748,High
2024-01-01 06:00:00,0.6795152171014152,0.9849050363118572,0,1,residential,0.7440916478703253,0.8112243330392666,0.33925819529306533,0.5545840183085105,0.05517901473671363,High
2024-01-01 07:00:00,0.5650835537018235,0.5236439916812679,0,1,industrial,0.9120255615011513,0.9634096748282612,0.47855782441083505,0.35624373769446294,0.23944946001966058,High
2024-01-01 08:00:00,0.39072362714941655,0.1676658692898404,0,1,commercial,0.7438277771090182,1.0,0.4146934649875824,0.3271560413679566,0.251155771904671,High
2024-01-01 09:00:00,0.5333842694288938,0.2688530963972129,0,1,residential,0.5516818615393312,0.982313461387105,0.3546881819001717,0.39750067077712004,0.30857526270873004,High
2024-01-01 10:00:00,0.3915774041610871,0.013525440649287068,0,1,commercial,0.6980350007921413,0.9711971508586075,0.46842493221539616,0.7297289739668287,0.4252979613293749,High
2024-01-01 11:00:00,0.3912514863236355,0.9144121002167009,0,1,residential,0.42735804658060095,0.8928126625835189,0.4936597981140265,0.6908287198245091,0.5436623130373628,Low
2024-01-01 12:00:00,0.4910107394646577,0.11343798922947546,0,1,residential,0.4570444888343971,0.8242116995124968,0.5521563285684126,0.29844320329365814,0.08232122627968322,Low
2024-01-01 13:00:00,0.1871986628556833,0.5747527247931072,0,1,commercial,0.4145866899549605,0.7682774687362679,0.44671222533049804,0.5666461216227816,0.032254791059553284,Low
2024-01-01 14:00:00,0.2137510230462398,0.2706107035506573,0,1,industrial,0.6120230667715182,0.7698001653696354,0.36446069591084207,0.18270480427150204,0.010749709542080238,Medium
2024-01-01 15:00:00,0.3776402949526235,0.5522901176961865,0,1,residential,0.2574201446509897,0.6721900565347294,0.37012393521998366,0.37744479286508437,0.08585605322704762,Low
2024-01-01 16:00:00,0.3141297698109832,0.6500728760052881,0,1,residential,0.032358544418090496,0.5671642533313115,0.7270820362732904,0.3046161898051025,0.3946677808575738,Low
2024-01-01 17:00:00,0.5012003465895104,0.829385217111587,0,1,residential,0.2802466471519679,0.4938403034928509,0.3245896722205792,0.6074498334282623,0.4364133816674246,Low
2024-01-01 18:00:00,0.32890381295845295,0.20260091517988554,0,1,industrial,0.5195941428992789,0.46835091936746576,0.5883106082366956,0.24954177879770612,0.47185522247845135,Low
2024-01-01 19:00:00,0.25781842968631763,0.006089499854084024,0,1,industrial,0.5987579934184933,0.4785078085946317,0.6138449743022205,0.5104006315868759,0.1459499652772067,Medium
2024-01-01 20:00:00,0.6635067500441616,0.13267886640498772,0,1,commercial,0.44728615700609675,0.4711778113395786,0.5091982827836281,0.44539472235958755,0.18328790483874394,Medium
2024-01-01 21:00:00,0.4250763372729327,0.9000525811378486,0,1,industrial,0.6103874445858298,0.4815409073470329,0.8176904996689078,0.4186791340903042,0.2897058470004795,Medium
2024-01-01 22:00:00,0.466421777577232,0.8737788213515691,0,1,commercial,0.5271095350988765,0.47104338818365754,0.6109337565615043,0.6987928620873163,0.03755948102896545,Medium
2024-01-01 23:00:00,0.2560642026029597,0.5957654732588753,0,1,commercial,0.5087191367099247,0.4629778173667285,0.8299501397019133,0.7121559286908834,0.366563449067301,Medium
2024-01-02 00:00:00,0.38016423175371883,0.5988864789962929,0,0,industrial,0.6565667881732248,0.503849179612935,0.4226834108280455,0.42338896918212754,0.5902752080495969,High
2024-01-02 01:00:00,0.47253883314171885,0.6637648274168693,0,0,commercial,0.6066515320489606,0.537018337633854,0.4254788900124593,0.39282669382774316,0.21625774324703104,High
2024-01-02 02:00:00,0.29465380704517286,0.1713783783372803,0,0,industrial,0.7099994864774376,0.5451039543390115,0.6151498827809014,0.2167604226075781,0.451646218527897,High
2024-01-02 03:00:00,0.5098626944720979,0.9145258682925785,0,0,commercial,0.757176736017593,0.548359775679157,0.4863051220729959,0.4446411264513017,0.2998524687530232,High
2024-01-02 04:00:00,0.37223415356566214,0.41613018554431713,0,0,industrial,0.826101103476451,0.6210275557582055,0.8042731154054099,0.7415174788051715,0.07636372849440728,High
2024-01-02 05:00:00,0.41578433555716476,0.3803001831660817,0,0,industrial,0.8429271413233331,0.6347217407976684,0.5848025951244571,0.4257635221481877,0.349208929608132,High
2024-01-02 06:00:00,0.3720836147319134,0.5168338802479455,0,0,commercial,0.7807838809085504,0.6399608750211909,0.3584228909364491,0.5558078549166936,0.17967306283716036,High
2024-01-02 07:00:00,0.7180076633954452,0.04225952274644018,0,0,residential,0.6588684860342865,0.5846103530001914,0.2453792114899418,0.23334796484924425,0.020279525050221847,Medium
2024-01-02 08:00:00,0.4550000912534423,0.1622399672786088,0,0,commercial,0.7189223123880172,0.5992677627676883,0.5162262388102867,0.379350736275498,0.38084631084729503,High
2024-01-02 09:00:00,0.3078033226699005,0.7371674107018953,0,0,industrial,0.7294735176819366,0.632299632971006,0.5144487855531255,0.5154227356541412,0.515341460526529,High
2024-01-02 10:00:00,0.5728521175633793,0.0782913449399677,0,0,residential,0.4986573408232787,0.6132658104343873,0.5802408763650124,0.4613417117314853,0.2066291172177496,Medium
2024-01-02 11:00:00,0.2848074461681168,0.6015363720140001,0,0,commercial,0.6297646782229726,0.6425094720521569,0.7267093585375992,0.570352900686494,0.23396360401582186,Medium
2024-01-02 12:00:00,0.48634501039547184,0.24174507370880405,0,0,commercial,0.47990288780725743,0.669916996340068,0.7052226896397897,0.35388813057884505,0.5346084661831227,Medium
2024-01-02 13:00:00,0.18065934979277934,0.3864914836649129,0,0,commercial,0.48565911190275635,0.6806409939675566,0.43446767901372496,0.1798905029159883,0.48812840483030895,Medium
2024-01-02 14:00:00,0.2696760088097523,0.28533056534640955,0,0,residential,0.231143775182855,0.6168110653310652,0.3177209618831043,0.6154589118803742,0.4288935969339842,Low
